question,expected_answer,ground_truth_sources,rag_answer,score,reasoning,citation_score,citation_reasoning,contexts,index
is perioperative nitroglycerin prophylaxis recommended to reduce cardiac complications?,"No, prophylactic perioperative nitroglycerin is not recommended to reduce complications.",2014 ACC_AHA Guideline on Cardiac Risk for Non-Cardiac Surgery.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],63
should patients with asymptomatic left ventricular dysfunction undergo preoperative echocardiography?,"No, routine echocardiography is not indicated in asymptomatic patients with LV dysfunction unless results would change management.",2014 ACC_AHA Guideline on Cardiac Risk for Non-Cardiac Surgery.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],64
is routine 12-lead electrocardiography recommended for asymptomatic patients undergoing low-risk surgery?,"No, routine ECG is not recommended for asymptomatic patients undergoing low-risk procedures.",2014 ACC_AHA Guideline on Cardiac Risk for Non-Cardiac Surgery.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],65
Should patients with ACHD AP classification IIB–D or IIIA–D be managed in collaboration with an ACHD cardiologist?,"Yes, patients with ACHD of moderate or great complexity (AP classification IIB–D or IIIA–D) should be managed in collaboration with an ACHD cardiologist.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],66
Should cardiac surgery and interventional procedures in ACHD patients be performed by general cardiologists?,"No, such procedures should be performed by operators with expertise in congenital heart disease, in collaboration with an ACHD cardiologist.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],67
Is routine echocardiography recommended for all adults with repaired atrial septal defect without symptoms or residual shunt?,"No, routine echocardiography is not indicated in asymptomatic patients with repaired ASD without residual shunt or chamber enlargement.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],68
Should patients with repaired tetralogy of Fallot undergo periodic imaging with cardiac MRI?,"Yes, periodic imaging with cardiac MRI is recommended in repaired tetralogy of Fallot to assess right ventricular size and function.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],69
Is antibiotic prophylaxis recommended for all ACHD patients to prevent infective endocarditis?,"No, antibiotic prophylaxis is not recommended for all ACHD patients, but is reserved for those with the highest risk of infective endocarditis.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],70
Should women with ACHD considering pregnancy receive preconception counseling in a specialized ACHD center?,"Yes, women with ACHD should undergo preconception counseling and risk assessment in a specialized ACHD center before pregnancy.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],71
Is routine 12-lead electrocardiography recommended for asymptomatic ACHD patients without new symptoms?,"No, routine ECG is not recommended unless new symptoms, arrhythmias, or hemodynamic concerns arise.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],72
Should adults with coarctation of the aorta undergo periodic imaging of the thoracic aorta?,"Yes, periodic imaging of the thoracic aorta is recommended in adults with repaired or unrepaired coarctation of the aorta.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],73
Should exercise testing be performed in ACHD patients with unexplained symptoms or reduced exercise tolerance?,"Yes, exercise testing is recommended in ACHD patients with unexplained symptoms or reduced exercise capacity.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],74
Is pregnancy contraindicated in women with Eisenmenger syndrome?,"Yes, pregnancy is contraindicated in women with Eisenmenger syndrome due to high maternal and fetal risk.",2018 AHA_ACC Guidelines on Adult Congenital Heart Disease.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],75
Should all patients have their haemoglobin concentration measured before major elective surgery?,"Yes, all patients should have haemoglobin checked prior to major elective surgery.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],76
Should alternatives to transfusion be discussed with patients before surgery where transfusion is anticipated?,"Yes, alternatives to transfusion should be discussed and documented before surgery.",Blood components updated V2 final.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],77
How should peri-operative anticoagulants be managed?,They should be managed to balance the risk of bleeding with the risk of thrombosis.,Blood components updated V2 final.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],78
Is tranexamic acid recommended in patients at risk of blood loss greater than 500ml?,"Yes, tranexamic acid is recommended in patients where significant blood loss is possible.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],79
Should blood sampling be managed carefully to minimise iatrogenic anaemia?,"Yes, iatrogenic anaemia should be minimised through appropriate blood sampling.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],80
Should obstetric bleeding be measured cumulatively?,"Yes, obstetric bleeding should be measured cumulatively with a clear escalation plan.",Blood components updated V2 final.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],81
Should every institution have a major haemorrhage protocol?,"Yes, every institution must have a regularly audited major haemorrhage protocol.",Blood components updated V2 final.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],82
Should group O red blood cells be available for immediate transfusion in life-threatening haemorrhage?,"Yes, group O RBCs should be readily available in life-threatening haemorrhage.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],83
Should crystalloids be used routinely during major trauma haemorrhage?,"No, crystalloids should be avoided unless profound hypotension and no imminent blood available.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],84
Should children receive blood components prescribed in units?,"No, children should receive blood components prescribed as volume (ml/kg).",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],85
What is the recommended transfusion threshold for FFP in major haemorrhage?,FFP is recommended if INR > 1.5.,Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],86
When should cryoprecipitate be given?,Cryoprecipitate should be given if fibrinogen < 1.5 g/L (< 2 g/L in obstetrics).,Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],87
What platelet threshold is recommended in obstetric haemorrhage?,Platelet transfusion should be given if platelet count is < 75 × 10⁹/L in obstetrics.,Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],88
Is restrictive transfusion strategy (Hb 70–80 g/L) safe?,"Yes, restrictive transfusion is safe and reduces unnecessary transfusions in stable patients.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],89
Should single-unit RBC transfusions be used in stable adults?,"Yes, single-unit transfusions are recommended in stable adults without active bleeding.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],90
Is prophylactic FFP recommended before low-risk invasive procedures?,"No, prophylactic FFP is not recommended for correcting abnormal coagulation before low-risk procedures.",Blood components updated V2 final.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],91
Should prophylactic FFP be used in elective cardiac surgery?,"No, prophylactic FFP use is not recommended in elective cardiac surgery.",Blood components updated V2 final.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],92
Is cryoprecipitate the first-line therapy for fibrinogen replacement?,"Yes, cryoprecipitate is the standard concentrated source of fibrinogen.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],93
Is fibrinogen concentrate superior to cryoprecipitate?,"No, fibrinogen concentrate is not proven superior but may be non-inferior in cardiac surgery bleeding.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],94
Are platelet transfusions recommended before central venous catheter insertion?,"Yes, if platelet count is below 20 × 10⁹/L.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],95
What platelet count is required before lumbar puncture?,At least 40 × 10⁹/L before lumbar puncture.,Blood components updated V2 final.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],96
What platelet threshold is recommended for neurosurgery?,A platelet count of at least 100 × 10⁹/L is recommended for neurosurgery.,Blood components updated V2 final.md,"**Recommended Platelet Threshold for Neurosurgery** According to the provided context, the recommended platelet threshold for neurosurgery is 100 × 10^9/l. This is stated in the following guidelines: [Source: Blood components updated V2 final.md]
""Neurosurgery or posterior segment ophthalmic surgery: 100 × 10^9/l"" This recommendation is based on the clinical guidelines and medical literature, which suggest that a higher platelet count is necessary for neurosurgical procedures to minimize the risk of bleeding. **Patient Safety Considerations** It is essential to note that the platelet threshold for neurosurgery is crucial for patient safety. A lower platelet count may increase the risk of bleeding during the procedure, which can lead to severe complications. **Additional Considerations** The provided context also suggests that the platelet threshold for other procedures may be lower than for neurosurgery. For example: * Major surgery: 50 × 10^9/l
* Percutaneous tracheostomy: 50 × 10^9/l
* Percutaneous liver biopsy: 50 × 10^9/l (consider transjugular biopsy if platelet count is below this level) However, these recommendations are specific to the procedures mentioned and may not apply to neurosurgery. **Uncertainty Handling** The available context provides sufficient information to answer this question. However, it is essential to note that the platelet threshold for neurosurgery may vary depending on individual patient factors and the specific procedure being performed. **References** [Source: Blood components updated V2 final.md]
[Source: 2025_CAS_Revised_Guidelines.md]
[Source: 2018 ASRA Regional Anesthesia and Antithrombotics.md]",4,"The RAG model's answer is fully correct and complete, accurately stating the recommended platelet threshold for neurosurgery as 100 × 10^9/L, providing relevant patient safety considerations, and referencing supporting guidelines.",3,"The retrieved contexts are mostly relevant to the question, but Context 3 and Context 4 are not directly related to the platelet threshold for neurosurgery. Context 2 provides a relevant threshold, but it is not specific to neurosurgery. Context 1 provides a relevant threshold, but it is not the only one. The precision is high because all the relevant contexts match the expected source.","[{""content"": ""Maintain platelet count > 100 \u00d7 10 9 .l -1 in patients with multiple traumatic injuries, traumatic brain injury, or spontaneous intracerebral haemorrhage\n\nPlatelet transfusions are prescribed more commonly to treat thrombocytopaenia and thereby prevent bleeding (prophylaxis). Recent trials in neonates who were critically ill and adults with intracerebral haemorrhage associated with antiplatelet therapy have questioned the roles of platelet transfusions for either of these purposes [44, 45]. As a guide, in the absence of active bleeding, the following platelet count thresholds should be applied:\n\nCentral venous catheter (CVC) insertion: 20 \u00d7 10 9 .l -1\n\nLumbarpuncture: 40 \u00d7 10 9 .l -1\n\nInsertion or removal of epidural catheter: 80 \u00d7 10 9 .l -1\n\nPercutaneous tracheostomy: 50 \u00d7 10 9 .l -1\n\nMajor surgery: 50 \u00d7 10 9 .l -1\n\nNeurosurgery or posterior segment ophthalmic surgery: 100 \u00d7 10 9 .l -1\n\nPercutaneous liver biopsy: 50 \u00d7 10 9 .l -1 (consider transjugular biopsy if platelet count is below this level)\n\nRoutine prophylaxis: 10 \u00d7 10 9 .l -1 (consider 10 -20 \u00d7 10 9 .l -1 in the presence of risk factors e.g. sepsis)"", ""source"": ""Blood components updated V2 final.md"", ""page"": null, ""chunk_id"": ""14279a4d-ed0d-4b87-90dd-98ff5ec9476d""}, {""content"": ""Percutaneous tracheostomy: 50 \u00d7 10 9 .l -1\n\nMajor surgery: 50 \u00d7 10 9 .l -1\n\nNeurosurgery or posterior segment ophthalmic surgery: 100 \u00d7 10 9 .l -1\n\nPercutaneous liver biopsy: 50 \u00d7 10 9 .l -1 (consider transjugular biopsy if platelet count is below this level)\n\nRoutine prophylaxis: 10 \u00d7 10 9 .l -1 (consider 10 -20 \u00d7 10 9 .l -1 in the presence of risk factors e.g. sepsis)\n\nThese thresholds are not based on high-quality data and an ongoing trial is aiming to identify the optimal platelet transfusion threshold in critically ill patients requiring lowbleeding risk invasive procedures (NIHR131822). One recent trial in the Netherlands concluded that in patients with severe thrombocytopaenia (platelet count 10 -50 \u00d7 10 9 .l -1 ) requiring CVC placement, withholding platelet transfusion was associated with a higher risk of bleeding [46]. However, this risk was largely driven by placement of subclavian CVCs in patients with haematological conditions which is not re /uniFB02 ective of UK practice [47]. In addition, there was no evidence of increased risk in patients receiving ICU care even in those with severe thrombocytopaenia (platelet count 10 -19 \u00d7 10 9 .l -1 ). The use of platelet transfusions preprocedure when antiplatelet agents have not been discontinued is not recommended. Speci /uniFB01 c guidance for procedures related to regional anaesthesia is available elsewhere[48].\n\nProthrombin complex concentrate"", ""source"": ""Blood components updated V2 final.md"", ""page"": null, ""chunk_id"": ""33ecd4d6-2dcf-4a97-9aa6-bf95a6faa82c""}, {""content"": ""In an obstetric patient with isolated thrombocytopenia with no other associated signs of a qualitative defect or an active coagulopathy, current recommendations on whether to proceed with or avoid neuraxial techniques are as follows:\n\nFor patients with platelet counts C 70 9 10 9 /C1 L -1 , there may be a low risk of spinal epidural hematoma and it is reasonable to proceed with a neuraxial technique.\n\nFor patients with platelet counts between 50 and 70 9 10 9 /C1 L -1 , the anesthesiologist should consider the risks and benefits of proceeding or avoiding a neuraxial technique and share the decision-making with the patient. Some examples of factors to weigh into the decision may include, but need not be restricted to, the presumed etiology of the thrombocytopenia, the trend of the platelet count over time, patient comorbidities, obstetric risk factors, airway examination, a back examination, availability of skilled assistance for airway management, experience of the anesthesia\n\n123\n\nGuidelines to the Practice of Anesthesia-Revised Edition 2025\n\nprovider, the risk of general anesthesia, and patient preference.\n\nFor patients with platelet counts of \\ 50 9 10 9 /C1 L -1 , there may be an increased risk of subdural or epidural hematoma and it is reasonable to avoid a neuraxial technique.\n\nThe optimal frequency of laboratory testing in an obstetric patient with thrombocytopenia is unknown. Nevertheless, in patients with HELLP syndrome, it is reasonable to verify the platelet count within six hours of the planned neuraxial procedure or catheter removal.\n\nThere is insufficient evidence to recommend platelet transfusion prior to neuraxial procedures.\n\n7.4 Management of Postdural Puncture Headache"", ""source"": ""2025_CAS_Revised_Guidelines.md"", ""page"": null, ""chunk_id"": ""1099b4a3-db78-4fa4-9b35-4a29ee7a6076""}, {""content"": ""13.0 Anesthetic Management of the Patient Receiving Antiplatelet Medications\n\nAntiplatelet medications exert diverse effects on platelet function. The pharmacologic differences make it impossible to extrapolate between the groups of drugs regarding the practice of neuraxial techniques. Careful preoperative assessment of the patient to identify alterations of health that might contribute to bleeding is crucial. These conditions include a history of easy bruising/excessive bleeding, female sex, and increased age.\n\n13.1 Nonsteroidal anti-inflammatory drugs\n\n13.1.1 Nonsteroidal anti-inflammatory drugs appear to represent no added significant risk of the development of spinal hematoma in patients having epidural or spinal anesthesia. Nonsteroidal anti-inflammatory drugs (including aspirin) do not create a level of risk that will interfere with the performance of neuraxial blocks. In patients receiving these medications, we do not identify specific concerns as to the timing of single-injection or catheter techniques in relationship to the dosing of NSAIDs, postoperative monitoring, or the timing of neuraxial catheter removal (grade 1A).\n\nRemarks: There is no change in this recommendation.\n\n13.1.2 In patients receiving NSAIDS, we suggest caution in the performance of neuraxial techniques if the concurrent use of other medications affecting clotting mechanisms, such as other (non-NSAID) antiplatelet agents, oral anticoagulants, UFH,andLMWH,isanticipatedintheearlypostoperative period because of the increased risk of bleeding complications. Cyclooxygenase 2 inhibitors have minimal effect on platelet function and should be considered in patients who require anti-inflammatory therapy in the presence of anticoagulation (grade 2C).\n\nRemarks: There is no change in this recommendation.\n\n\u00a9 2018 American Society of Regional Anesthesia and Pain Medicine\n\n285"", ""source"": ""2018 ASRA Regional Anesthesia and Antithrombotics.md"", ""page"": null, ""chunk_id"": ""c6f7a45e-e1da-40ff-83ed-e53b4a2df040""}]",97
Is PCC recommended for rapid reversal of warfarin in major bleeding?,"Yes, PCC is indicated for rapid reversal of warfarin in life-threatening bleeding.",Blood components updated V2 final.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],98
Should vitamin K be co-administered with PCC?,"Yes, 5–10mg intravenous vitamin K should be given with PCC to maintain correction.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],99
Is prehospital tranexamic acid beneficial within 3 hours of trauma?,"Yes, tranexamic acid within 3 hours reduces mortality in bleeding trauma patients.",Blood components updated V2 final.md,Error: Error getting collection: Missing field: [Missing metadata segment],1,RAG Error: Error getting collection: Missing field: [Missing metadata segment],1,RAG Error: Error getting collection: Missing field: [Missing metadata segment],[],100
Should crystalloids be given during uncontrolled haemorrhage?,"No, crystalloids should be avoided unless no blood products are available.",Blood components updated V2 final.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],101
What is the recommended restrictive transfusion threshold in ICU patients?,Hb < 70 g/L is recommended in most critically ill patients.,Blood components updated V2 final.md,Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Error getting collection: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],102
Is routine iron or erythropoietin therapy recommended in ICU anaemia?,"No, routine use of iron or erythropoietin is not recommended for ICU patients.",Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],103
When should cell salvage be used in obstetric haemorrhage?,Cell salvage is recommended during caesarean section with abnormal bleeding.,Blood components updated V2 final.md,Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,1,RAG Error: Collection [97fb1fd9-6023-44cf-a64b-25a7a32ab83d] does not exist.,[],104
what drugs are used to treat myocardial ischemia,"Antiplatelet drugs, nitrates, β-blockers, calcium channel blockers, and ACE inhibitors are used in the medical treatment of angina pectoris",01_Stoelting.md,"Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",1,"RAG Error: 1 validation error for Document
page_content
  Input should be a valid string [type=string_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type",[],105
