question,expected_answer,ground_truth_sources,rag_answer,score,reasoning,citation_score,citation_reasoning,contexts,index
what are signs and symptoms of congenital heart disease in children?,"dyspnea, slow physical development, decreased exercise tolerance, heart murmur, clubbing, hypertension, squatting, congestive heart failure",03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],121
what are cyanotic congential heart defects,"tetrology of fallot, transposition of the great vessels",03_Stoelting.md,Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],122
what is the most common congenital cardiac abnormality?,ventricular septal defect is the most common abnormality in 50% ,03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],123
"in full-term newborns, how quickly does the ductus arteriosus close",24 to 48 hours,03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],124
what congenital heart defects result in a right to left intracardiac shunt?,"tetrology of fallot, eisenmenger's syndrome, ebstein's anomaly, tricuspid atresia, patent foramen ovale",03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],125
what are the defects in tetralogy of fallot?,"large single VSD, aorta that overrides the right and left ventricles, obtruction to right ventricular outflow, right ventricular hypertrophy",03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],126
what is the treatment of a hypercyanotic attack in tetralogy of fallot?,β-adrenergic antagonists such as esmolol or propranolol,03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],127
what is the definition of eisenmenger's syndrome,when patients with a left to right intracardiac shunt have a reversal to right to left as a result of increased pulmonary vascular resistance to a level that equals or exceeds the systemic vascular resistance.,03_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],128
what drugs caused drug induced heart rate increases?,"atropine or glycopyrrolate, sympathomimetic drugs, caffeine, nicotine, cocaine or amphetamines",04_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],129
what is the initial treament for SVT,vagal maneuvers like carotid sinus massage or valsalva maneuvers.  IV adenosine can be used,04_Stoelting.md,Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],130
when is multifocal atrial tachycardia seen (MAT),it is commonly seen in patients with acute exacerbation of chronic lung disease,04_Stoelting.md,Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],131
what are the commong intravenous drug therapies for rate control with atrial flutter,"amiodarone, diltiazem, or verapamil",04_Stoelting.md,Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],132
what are the potential causes of frequent PVCs,"acidosis, electrolyte abnormalities, use of prodysrhythmic drugs, and mechanical irritation from cardiac surgery or intracardiac or intrathoracic catheters",04_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],133
what drugs are contraindicated in the treatment of wolff-parkinson-white syndrome?,"drugs that slow AV nodal conduction like adenosine, calcium channel blockers, beta-blockers, lidocaine and digoxin are contraindicated in WPW treatment",04_Stoelting.md,Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],134
what is the definition of hypertension?,when blood pressure measures 140/90 or higher,05_Stoelting.md,Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error executing plan: Error sending backfill request to compactor: Error getting collection with segments: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],135
what percent of hypertensive patients have obstructive sleep apnea?,30 percent,05_Stoelting.md,Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Error getting collection: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],136
what are common causes of secondary hypertension?,"renovascular disease, hyperaldosteronism, aortic coarctation, pheochromocytoma, cushing's syndrome, pregnancy induced hypertension",05_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],137
what is a hypertensive emergency?,"hypertensive emergency is when hypertensive patients have acute or ongoing end organ damage from hypertension, typically with a blood pressure more than 180/120",05_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],138
what are the clinical classifications of pulmonary hypertension?,"Pulmonary arterial hypertension, pulmonary hypertension owing to left heart failure, owing to lung diseases or hypoxia, chronic thromboembolic pulmonary hypertension, and pulmonary hypertension with unclear multifactorial mechanisms",05_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],139
what is the definition of pulmonary artery hypertension?,mean pulmonary artery pressure of more than 25 mm Hg at rest,05_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],140
what are classic physical exam findings of LV failure?,"tachypnea and moist rales, resting tachycardia, s3 gallop.",06_Stoelting.md,Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,1,RAG Error: Collection [066470f9-412a-4837-a00f-9341a4464136] does not exist.,[],141
